Account,Txn Date,Value Date,Description,Ref/Cheque No.,Merchant,MCC,Category,Channel,Debit,Credit,Balance
XXXX-XXXX-9876,2020-09-15,2020-09-15,POS DR/HPCL FUEL PUMP/DELHI,POS280718,HPCL,5541,Transport,POS,1500.00,,339497.00
XXXX-XXXX-9876,2020-09-28,2020-09-28,POS DR/HPCL FUEL PUMP/DELHI,POS749174,HPCL,5541,Transport,POS,2200.00,,337297.00
XXXX-XXXX-9876,2020-09-06,2020-09-06,POS DR/SWIGGY/FOOD ORDER,POS441817,Swiggy,5814,Dining,POS,350.00,,336947.00
XXXX-XXXX-9876,2020-09-24,2020-09-24,POS DR/SWIGGY/FOOD ORDER,POS656506,Swiggy,5814,Dining,POS,890.00,,336057.00
XXXX-XXXX-9876,2020-09-18,2020-09-18,UPI CR/***@oksbi/Refund,UPI682423,,,Refund,UPI,,2500.00,338557.00
XXXX-XXXX-9876,2020-09-10,2020-09-10,SI POS/NETFLIX.COM/Subscriptions,SI23907,,,Subscriptions,SI,649.00,,337908.00
XXXX-XXXX-9876,2020-09-11,2020-09-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI687513,,,Telecom,UPI,399.00,,337509.00
XXXX-XXXX-9876,2020-09-25,2020-09-25,POS DR/INDIGO AIRLINES/TICKET,POS144248,IndiGo,4511,Travel,POS,8200.00,,329309.00
XXXX-XXXX-9876,2020-09-27,2020-09-27,INT CR/SB INTEREST,INT76547,,,Interest,AUTO,,45.75,329354.75
XXXX-XXXX-9876,2020-10-01,2020-10-01,NEFT CR/Salary CREDIT/OCT 2020,NEFT2010S,Employer: TechNova Solutions,,Income,NEFT,,78000.00,407354.75
XXXX-XXXX-9876,2020-10-03,2020-10-03,IMPS DR/RENT/HOME OWNER,IMPS574140,,,Housing,IMPS,23000.00,,384354.75
XXXX-XXXX-9876,2020-10-07,2020-10-07,ELECTRICITY BILL/NDPL/ONLINE,EB83626,,,Utilities,NET,1600.00,,382754.75
XXXX-XXXX-9876,2020-10-08,2020-10-08,WATER BILL/DJB/ONLINE,WB18305,,,Utilities,NET,520.00,,382234.75
XXXX-XXXX-9876,2020-10-14,2020-10-14,CC Payment HDFC Regalia XXXX-4321,NACH742282,,,Debt Payment,NACH,15000.00,,367234.75
XXXX-XXXX-9876,2020-10-04,2020-10-04,POS DR/BIGBASKET/DELHI,POS735581,BigBasket,5411,Groceries,POS,1890.00,,365344.75
XXXX-XXXX-9876,2020-10-11,2020-10-11,POS DR/BIGBASKET/DELHI,POS309089,BigBasket,5411,Groceries,POS,1890.00,,363454.75
XXXX-XXXX-9876,2020-10-18,2020-10-18,POS DR/BIGBASKET/DELHI,POS574318,BigBasket,5411,Groceries,POS,1580.00,,361874.75
XXXX-XXXX-9876,2020-10-25,2020-10-25,POS DR/BIGBASKET/DELHI,POS659190,BigBasket,5411,Groceries,POS,1890.00,,359984.75
XXXX-XXXX-9876,2020-10-15,2020-10-15,POS DR/IOCL FUEL PUMP/DELHI,POS833183,IOCL,5541,Transport,POS,1500.00,,358484.75
XXXX-XXXX-9876,2020-10-28,2020-10-28,POS DR/BPCL FUEL PUMP/DELHI,POS686692,BPCL,5541,Transport,POS,1800.00,,356684.75
XXXX-XXXX-9876,2020-10-11,2020-10-11,POS DR/SWIGGY/FOOD ORDER,POS536875,Swiggy,5814,Dining,POS,480.00,,356204.75
XXXX-XXXX-9876,2020-10-21,2020-10-21,POS DR/SWIGGY/FOOD ORDER,POS511423,Swiggy,5814,Dining,POS,350.00,,355854.75
XXXX-XXXX-9876,2020-10-18,2020-10-18,UPI CR/***@oksbi/Refund,UPI563594,,,Refund,UPI,,2000.00,357854.75
XXXX-XXXX-9876,2020-10-10,2020-10-10,SI POS/NETFLIX.COM/Subscriptions,SI19508,,,Subscriptions,SI,649.00,,357205.75
XXXX-XXXX-9876,2020-10-11,2020-10-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI803757,,,Telecom,UPI,399.00,,356806.75
XXXX-XXXX-9876,2020-10-25,2020-10-25,POS DR/INDIGO AIRLINES/TICKET,POS801992,IndiGo,4511,Travel,POS,8200.00,,348606.75
XXXX-XXXX-9876,2020-10-27,2020-10-27,INT CR/SB INTEREST,INT26036,,,Interest,AUTO,,45.75,348652.50
XXXX-XXXX-9876,2020-11-01,2020-11-01,NEFT CR/Salary CREDIT/NOV 2020,NEFT2011S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,429772.50
XXXX-XXXX-9876,2020-11-03,2020-11-03,IMPS DR/RENT/HOME OWNER,IMPS914672,,,Housing,IMPS,23000.00,,406772.50
XXXX-XXXX-9876,2020-11-07,2020-11-07,ELECTRICITY BILL/NDPL/ONLINE,EB30243,,,Utilities,NET,1850.00,,404922.50
XXXX-XXXX-9876,2020-11-08,2020-11-08,WATER BILL/DJB/ONLINE,WB28740,,,Utilities,NET,480.00,,404442.50
XXXX-XXXX-9876,2020-11-14,2020-11-14,CC Payment HDFC Regalia XXXX-4321,NACH590456,,,Debt Payment,NACH,13000.00,,391442.50
XXXX-XXXX-9876,2020-11-15,2020-11-15,POS DR/BIGBASKET/DELHI,POS882952,BigBasket,5411,Groceries,POS,1350.00,,390092.50
XXXX-XXXX-9876,2020-11-22,2020-11-22,POS DR/BIGBASKET/DELHI,POS517602,BigBasket,5411,Groceries,POS,1100.00,,388992.50
XXXX-XXXX-9876,2020-11-29,2020-11-29,POS DR/BIGBASKET/DELHI,POS270703,BigBasket,5411,Groceries,POS,1725.00,,387267.50
XXXX-XXXX-9876,2020-11-15,2020-11-15,POS DR/BPCL FUEL PUMP/DELHI,POS269309,BPCL,5541,Transport,POS,1500.00,,385767.50
XXXX-XXXX-9876,2020-11-28,2020-11-28,POS DR/BPCL FUEL PUMP/DELHI,POS640651,BPCL,5541,Transport,POS,2200.00,,383567.50
XXXX-XXXX-9876,2020-11-17,2020-11-17,POS DR/SWIGGY/FOOD ORDER,POS305253,Swiggy,5814,Dining,POS,750.00,,382817.50
XXXX-XXXX-9876,2020-11-19,2020-11-19,POS DR/SWIGGY/FOOD ORDER,POS433998,Swiggy,5814,Dining,POS,620.00,,382197.50
XXXX-XXXX-9876,2020-11-18,2020-11-18,UPI CR/***@oksbi/Refund,UPI196672,,,Refund,UPI,,2000.00,384197.50
XXXX-XXXX-9876,2020-11-10,2020-11-10,SI POS/NETFLIX.COM/Subscriptions,SI12553,,,Subscriptions,SI,649.00,,383548.50
XXXX-XXXX-9876,2020-11-11,2020-11-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI454397,,,Telecom,UPI,399.00,,383149.50
XXXX-XXXX-9876,2020-11-27,2020-11-27,INT CR/SB INTEREST,INT12370,,,Interest,AUTO,,45.75,383195.25
XXXX-XXXX-9876,2020-12-01,2020-12-01,NEFT CR/Salary CREDIT/DEC 2020,NEFT2012S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,464315.25
XXXX-XXXX-9876,2020-12-03,2020-12-03,IMPS DR/RENT/HOME OWNER,IMPS503014,,,Housing,IMPS,23000.00,,441315.25
XXXX-XXXX-9876,2020-12-07,2020-12-07,ELECTRICITY BILL/NDPL/ONLINE,EB53450,,,Utilities,NET,1850.00,,439465.25
XXXX-XXXX-9876,2020-12-08,2020-12-08,WATER BILL/DJB/ONLINE,WB77143,,,Utilities,NET,350.00,,439115.25
XXXX-XXXX-9876,2020-12-14,2020-12-14,CC Payment HDFC Regalia XXXX-4321,NACH926658,,,Debt Payment,NACH,11000.00,,428115.25
XXXX-XXXX-9876,2020-12-06,2020-12-06,POS DR/BIGBASKET/DELHI,POS209869,BigBasket,5411,Groceries,POS,1350.00,,426765.25
XXXX-XXXX-9876,2020-12-13,2020-12-13,POS DR/BIGBASKET/DELHI,POS378464,BigBasket,5411,Groceries,POS,1100.00,,425665.25
XXXX-XXXX-9876,2020-12-20,2020-12-20,POS DR/BIGBASKET/DELHI,POS141511,BigBasket,5411,Groceries,POS,1580.00,,424085.25
XXXX-XXXX-9876,2020-12-27,2020-12-27,POS DR/BIGBASKET/DELHI,POS383583,BigBasket,5411,Groceries,POS,1350.00,,422735.25
XXXX-XXXX-9876,2020-12-15,2020-12-15,POS DR/HPCL FUEL PUMP/DELHI,POS990857,HPCL,5541,Transport,POS,2200.00,,420535.25
XXXX-XXXX-9876,2020-12-28,2020-12-28,POS DR/BPCL FUEL PUMP/DELHI,POS525667,BPCL,5541,Transport,POS,1800.00,,418735.25
XXXX-XXXX-9876,2020-12-09,2020-12-09,POS DR/SWIGGY/FOOD ORDER,POS698312,Swiggy,5814,Dining,POS,890.00,,417845.25
XXXX-XXXX-9876,2020-12-24,2020-12-24,POS DR/SWIGGY/FOOD ORDER,POS834440,Swiggy,5814,Dining,POS,750.00,,417095.25
XXXX-XXXX-9876,2020-12-18,2020-12-18,UPI CR/***@oksbi/Refund,UPI442935,,,Refund,UPI,,1000.00,418095.25
XXXX-XXXX-9876,2020-12-10,2020-12-10,SI POS/NETFLIX.COM/Subscriptions,SI46577,,,Subscriptions,SI,649.00,,417446.25
XXXX-XXXX-9876,2020-12-11,2020-12-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI160320,,,Telecom,UPI,399.00,,417047.25
XXXX-XXXX-9876,2020-12-27,2020-12-27,BANK CHARGES/CONSOLIDATED,BNK19491,,,Bank Charges,NET,29.50,,417017.75
XXXX-XXXX-9876,2021-01-01,2021-01-01,NEFT CR/Salary CREDIT/JAN 2021,NEFT2101S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,498137.75
XXXX-XXXX-9876,2021-01-03,2021-01-03,IMPS DR/RENT/HOME OWNER,IMPS381986,,,Housing,IMPS,23000.00,,475137.75
XXXX-XXXX-9876,2021-01-07,2021-01-07,ELECTRICITY BILL/NDPL/ONLINE,EB12206,,,Utilities,NET,1600.00,,473537.75
XXXX-XXXX-9876,2021-01-08,2021-01-08,WATER BILL/DJB/ONLINE,WB44151,,,Utilities,NET,350.00,,473187.75
XXXX-XXXX-9876,2021-01-14,2021-01-14,CC Payment HDFC Regalia XXXX-4321,NACH169858,,,Debt Payment,NACH,13000.00,,460187.75
XXXX-XXXX-9876,2021-01-10,2021-01-10,POS DR/BIGBASKET/DELHI,POS227588,BigBasket,5411,Groceries,POS,1580.00,,458607.75
XXXX-XXXX-9876,2021-01-17,2021-01-17,POS DR/BIGBASKET/DELHI,POS112107,BigBasket,5411,Groceries,POS,1725.00,,456882.75
XXXX-XXXX-9876,2021-01-24,2021-01-24,POS DR/BIGBASKET/DELHI,POS679929,BigBasket,5411,Groceries,POS,1580.00,,455302.75
XXXX-XXXX-9876,2021-01-31,2021-01-31,POS DR/BIGBASKET/DELHI,POS380871,BigBasket,5411,Groceries,POS,1725.00,,453577.75
XXXX-XXXX-9876,2021-01-15,2021-01-15,POS DR/BPCL FUEL PUMP/DELHI,POS145304,BPCL,5541,Transport,POS,1500.00,,452077.75
XXXX-XXXX-9876,2021-01-28,2021-01-28,POS DR/BPCL FUEL PUMP/DELHI,POS214768,BPCL,5541,Transport,POS,1500.00,,450577.75
XXXX-XXXX-9876,2021-01-10,2021-01-10,POS DR/SWIGGY/FOOD ORDER,POS289945,Swiggy,5814,Dining,POS,350.00,,450227.75
XXXX-XXXX-9876,2021-01-13,2021-01-13,POS DR/SWIGGY/FOOD ORDER,POS427147,Swiggy,5814,Dining,POS,480.00,,449747.75
XXXX-XXXX-9876,2021-01-18,2021-01-18,UPI CR/***@oksbi/Refund,UPI759209,,,Refund,UPI,,2000.00,451747.75
XXXX-XXXX-9876,2021-01-10,2021-01-10,SI POS/NETFLIX.COM/Subscriptions,SI79610,,,Subscriptions,SI,649.00,,451098.75
XXXX-XXXX-9876,2021-01-11,2021-01-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI896391,,,Telecom,UPI,399.00,,450699.75
XXXX-XXXX-9876,2021-01-25,2021-01-25,POS DR/INDIGO AIRLINES/TICKET,POS804807,IndiGo,4511,Travel,POS,8200.00,,442499.75
XXXX-XXXX-9876,2021-01-27,2021-01-27,BANK CHARGES/CONSOLIDATED,BNK55482,,,Bank Charges,NET,29.50,,442470.25
XXXX-XXXX-9876,2021-02-01,2021-02-01,NEFT CR/Salary CREDIT/FEB 2021,NEFT2102S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,523590.25
XXXX-XXXX-9876,2021-02-03,2021-02-03,IMPS DR/RENT/HOME OWNER,IMPS942718,,,Housing,IMPS,23000.00,,500590.25
XXXX-XXXX-9876,2021-02-07,2021-02-07,ELECTRICITY BILL/NDPL/ONLINE,EB12380,,,Utilities,NET,1850.00,,498740.25
XXXX-XXXX-9876,2021-02-08,2021-02-08,WATER BILL/DJB/ONLINE,WB14843,,,Utilities,NET,350.00,,498390.25
XXXX-XXXX-9876,2021-02-14,2021-02-14,CC Payment HDFC Regalia XXXX-4321,NACH868690,,,Debt Payment,NACH,11000.00,,487390.25
XXXX-XXXX-9876,2021-02-21,2021-02-21,POS DR/BIGBASKET/DELHI,POS677816,BigBasket,5411,Groceries,POS,1890.00,,485500.25
XXXX-XXXX-9876,2021-02-28,2021-02-28,POS DR/BIGBASKET/DELHI,POS639214,BigBasket,5411,Groceries,POS,1350.00,,484150.25
XXXX-XXXX-9876,2021-02-15,2021-02-15,POS DR/IOCL FUEL PUMP/DELHI,POS568771,IOCL,5541,Transport,POS,1500.00,,482650.25
XXXX-XXXX-9876,2021-02-28,2021-02-28,POS DR/HPCL FUEL PUMP/DELHI,POS788400,HPCL,5541,Transport,POS,2200.00,,480450.25
XXXX-XXXX-9876,2021-02-22,2021-02-22,POS DR/SWIGGY/FOOD ORDER,POS631298,Swiggy,5814,Dining,POS,750.00,,479700.25
XXXX-XXXX-9876,2021-02-24,2021-02-24,POS DR/SWIGGY/FOOD ORDER,POS821149,Swiggy,5814,Dining,POS,620.00,,479080.25
XXXX-XXXX-9876,2021-02-18,2021-02-18,UPI CR/***@oksbi/Refund,UPI325633,,,Refund,UPI,,1500.00,480580.25
XXXX-XXXX-9876,2021-02-10,2021-02-10,SI POS/NETFLIX.COM/Subscriptions,SI54918,,,Subscriptions,SI,649.00,,479931.25
XXXX-XXXX-9876,2021-02-11,2021-02-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI308272,,,Telecom,UPI,399.00,,479532.25
XXXX-XXXX-9876,2021-02-27,2021-02-27,INT CR/SB INTEREST,INT93358,,,Interest,AUTO,,45.75,479578.00
XXXX-XXXX-9876,2021-03-01,2021-03-01,NEFT CR/Salary CREDIT/MAR 2021,NEFT2103S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,560698.00
XXXX-XXXX-9876,2021-03-03,2021-03-03,IMPS DR/RENT/HOME OWNER,IMPS246505,,,Housing,IMPS,23000.00,,537698.00
XXXX-XXXX-9876,2021-03-07,2021-03-07,ELECTRICITY BILL/NDPL/ONLINE,EB63044,,,Utilities,NET,1850.00,,535848.00
XXXX-XXXX-9876,2021-03-08,2021-03-08,WATER BILL/DJB/ONLINE,WB17128,,,Utilities,NET,420.00,,535428.00
XXXX-XXXX-9876,2021-03-14,2021-03-14,CC Payment HDFC Regalia XXXX-4321,NACH174158,,,Debt Payment,NACH,11000.00,,524428.00
XXXX-XXXX-9876,2021-03-21,2021-03-21,POS DR/BIGBASKET/DELHI,POS551664,BigBasket,5411,Groceries,POS,1580.00,,522848.00
XXXX-XXXX-9876,2021-03-28,2021-03-28,POS DR/BIGBASKET/DELHI,POS158092,BigBasket,5411,Groceries,POS,1350.00,,521498.00
XXXX-XXXX-9876,2021-03-15,2021-03-15,POS DR/HPCL FUEL PUMP/DELHI,POS630519,HPCL,5541,Transport,POS,2200.00,,519298.00
XXXX-XXXX-9876,2021-03-28,2021-03-28,POS DR/BPCL FUEL PUMP/DELHI,POS727864,BPCL,5541,Transport,POS,1800.00,,517498.00
XXXX-XXXX-9876,2021-03-12,2021-03-12,POS DR/SWIGGY/FOOD ORDER,POS147434,Swiggy,5814,Dining,POS,620.00,,516878.00
XXXX-XXXX-9876,2021-03-30,2021-03-30,POS DR/SWIGGY/FOOD ORDER,POS294355,Swiggy,5814,Dining,POS,750.00,,516128.00
XXXX-XXXX-9876,2021-03-18,2021-03-18,UPI CR/***@oksbi/Refund,UPI265185,,,Refund,UPI,,2000.00,518128.00
XXXX-XXXX-9876,2021-03-10,2021-03-10,SI POS/NETFLIX.COM/Subscriptions,SI68435,,,Subscriptions,SI,649.00,,517479.00
XXXX-XXXX-9876,2021-03-11,2021-03-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI103798,,,Telecom,UPI,399.00,,517080.00
XXXX-XXXX-9876,2021-03-25,2021-03-25,UPI DR/OLA CABS/***@okicici,UPI673648,Ola,4121,Transport,UPI,540.00,,516540.00
XXXX-XXXX-9876,2021-03-27,2021-03-27,INT CR/SB INTEREST,INT14515,,,Interest,AUTO,,45.75,516585.75
XXXX-XXXX-9876,2021-04-01,2021-04-01,NEFT CR/Salary CREDIT/APR 2021,NEFT2104S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,597705.75
XXXX-XXXX-9876,2021-04-03,2021-04-03,IMPS DR/RENT/HOME OWNER,IMPS424584,,,Housing,IMPS,23000.00,,574705.75
XXXX-XXXX-9876,2021-04-07,2021-04-07,ELECTRICITY BILL/NDPL/ONLINE,EB38556,,,Utilities,NET,1850.00,,572855.75
XXXX-XXXX-9876,2021-04-08,2021-04-08,WATER BILL/DJB/ONLINE,WB33980,,,Utilities,NET,350.00,,572505.75
XXXX-XXXX-9876,2021-04-14,2021-04-14,CC Payment HDFC Regalia XXXX-4321,NACH500164,,,Debt Payment,NACH,15000.00,,557505.75
XXXX-XXXX-9876,2021-04-04,2021-04-04,POS DR/BIGBASKET/DELHI,POS597699,BigBasket,5411,Groceries,POS,1100.00,,556405.75
XXXX-XXXX-9876,2021-04-11,2021-04-11,POS DR/BIGBASKET/DELHI,POS627186,BigBasket,5411,Groceries,POS,1580.00,,554825.75
XXXX-XXXX-9876,2021-04-18,2021-04-18,POS DR/BIGBASKET/DELHI,POS360234,BigBasket,5411,Groceries,POS,1350.00,,553475.75
XXXX-XXXX-9876,2021-04-25,2021-04-25,POS DR/BIGBASKET/DELHI,POS913944,BigBasket,5411,Groceries,POS,1890.00,,551585.75
XXXX-XXXX-9876,2021-04-15,2021-04-15,POS DR/HPCL FUEL PUMP/DELHI,POS377000,HPCL,5541,Transport,POS,1200.00,,550385.75
XXXX-XXXX-9876,2021-04-28,2021-04-28,POS DR/HPCL FUEL PUMP/DELHI,POS518917,HPCL,5541,Transport,POS,1500.00,,548885.75
XXXX-XXXX-9876,2021-04-04,2021-04-04,POS DR/SWIGGY/FOOD ORDER,POS123586,Swiggy,5814,Dining,POS,750.00,,548135.75
XXXX-XXXX-9876,2021-04-25,2021-04-25,POS DR/SWIGGY/FOOD ORDER,POS419023,Swiggy,5814,Dining,POS,620.00,,547515.75
XXXX-XXXX-9876,2021-04-18,2021-04-18,UPI CR/***@oksbi/Refund,UPI760256,,,Refund,UPI,,1500.00,549015.75
XXXX-XXXX-9876,2021-04-10,2021-04-10,SI POS/NETFLIX.COM/Subscriptions,SI21073,,,Subscriptions,SI,649.00,,548366.75
XXXX-XXXX-9876,2021-04-11,2021-04-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI714028,,,Telecom,UPI,399.00,,547967.75
XXXX-XXXX-9876,2021-04-27,2021-04-27,INT CR/SB INTEREST,INT30349,,,Interest,AUTO,,45.75,548013.50
XXXX-XXXX-9876,2021-05-01,2021-05-01,NEFT CR/Salary CREDIT/MAY 2021,NEFT2105S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,629133.50
XXXX-XXXX-9876,2021-05-03,2021-05-03,IMPS DR/RENT/HOME OWNER,IMPS789484,,,Housing,IMPS,23000.00,,606133.50
XXXX-XXXX-9876,2021-05-07,2021-05-07,ELECTRICITY BILL/NDPL/ONLINE,EB88192,,,Utilities,NET,1950.00,,604183.50
XXXX-XXXX-9876,2021-05-08,2021-05-08,WATER BILL/DJB/ONLINE,WB52747,,,Utilities,NET,520.00,,603663.50
XXXX-XXXX-9876,2021-05-14,2021-05-14,CC Payment HDFC Regalia XXXX-4321,NACH397980,,,Debt Payment,NACH,13000.00,,590663.50
XXXX-XXXX-9876,2021-05-02,2021-05-02,POS DR/BIGBASKET/DELHI,POS774464,BigBasket,5411,Groceries,POS,1890.00,,588773.50
XXXX-XXXX-9876,2021-05-09,2021-05-09,POS DR/BIGBASKET/DELHI,POS145915,BigBasket,5411,Groceries,POS,1350.00,,587423.50
XXXX-XXXX-9876,2021-05-16,2021-05-16,POS DR/BIGBASKET/DELHI,POS757805,BigBasket,5411,Groceries,POS,1890.00,,585533.50
XXXX-XXXX-9876,2021-05-23,2021-05-23,POS DR/BIGBASKET/DELHI,POS869499,BigBasket,5411,Groceries,POS,1725.00,,583808.50
XXXX-XXXX-9876,2021-05-30,2021-05-30,POS DR/BIGBASKET/DELHI,POS246074,BigBasket,5411,Groceries,POS,1890.00,,581918.50
XXXX-XXXX-9876,2021-05-15,2021-05-15,POS DR/BPCL FUEL PUMP/DELHI,POS966552,BPCL,5541,Transport,POS,1200.00,,580718.50
XXXX-XXXX-9876,2021-05-28,2021-05-28,POS DR/BPCL FUEL PUMP/DELHI,POS189225,BPCL,5541,Transport,POS,1500.00,,579218.50
XXXX-XXXX-9876,2021-05-02,2021-05-02,POS DR/SWIGGY/FOOD ORDER,POS768068,Swiggy,5814,Dining,POS,480.00,,578738.50
XXXX-XXXX-9876,2021-05-04,2021-05-04,POS DR/SWIGGY/FOOD ORDER,POS210012,Swiggy,5814,Dining,POS,620.00,,578118.50
XXXX-XXXX-9876,2021-05-18,2021-05-18,UPI CR/***@oksbi/Refund,UPI494912,,,Refund,UPI,,2500.00,580618.50
XXXX-XXXX-9876,2021-05-10,2021-05-10,SI POS/NETFLIX.COM/Subscriptions,SI83207,,,Subscriptions,SI,649.00,,579969.50
XXXX-XXXX-9876,2021-05-11,2021-05-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI153247,,,Telecom,UPI,399.00,,579570.50
XXXX-XXXX-9876,2021-05-27,2021-05-27,INT CR/SB INTEREST,INT99216,,,Interest,AUTO,,45.75,579616.25
XXXX-XXXX-9876,2021-06-01,2021-06-01,NEFT CR/Salary CREDIT/JUN 2021,NEFT2106S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,660736.25
XXXX-XXXX-9876,2021-06-03,2021-06-03,IMPS DR/RENT/HOME OWNER,IMPS356439,,,Housing,IMPS,23000.00,,637736.25
XXXX-XXXX-9876,2021-06-07,2021-06-07,ELECTRICITY BILL/NDPL/ONLINE,EB74132,,,Utilities,NET,1850.00,,635886.25
XXXX-XXXX-9876,2021-06-08,2021-06-08,WATER BILL/DJB/ONLINE,WB10434,,,Utilities,NET,520.00,,635366.25
XXXX-XXXX-9876,2021-06-14,2021-06-14,CC Payment HDFC Regalia XXXX-4321,NACH884613,,,Debt Payment,NACH,11000.00,,624366.25
XXXX-XXXX-9876,2021-06-06,2021-06-06,POS DR/BIGBASKET/DELHI,POS661197,BigBasket,5411,Groceries,POS,1890.00,,622476.25
XXXX-XXXX-9876,2021-06-13,2021-06-13,POS DR/BIGBASKET/DELHI,POS791325,BigBasket,5411,Groceries,POS,1100.00,,621376.25
XXXX-XXXX-9876,2021-06-20,2021-06-20,POS DR/BIGBASKET/DELHI,POS169258,BigBasket,5411,Groceries,POS,1890.00,,619486.25
XXXX-XXXX-9876,2021-06-27,2021-06-27,POS DR/BIGBASKET/DELHI,POS364444,BigBasket,5411,Groceries,POS,1725.00,,617761.25
XXXX-XXXX-9876,2021-06-15,2021-06-15,POS DR/HPCL FUEL PUMP/DELHI,POS346190,HPCL,5541,Transport,POS,1800.00,,615961.25
XXXX-XXXX-9876,2021-06-28,2021-06-28,POS DR/BPCL FUEL PUMP/DELHI,POS341944,BPCL,5541,Transport,POS,1500.00,,614461.25
XXXX-XXXX-9876,2021-06-21,2021-06-21,POS DR/SWIGGY/FOOD ORDER,POS986603,Swiggy,5814,Dining,POS,750.00,,613711.25
XXXX-XXXX-9876,2021-06-27,2021-06-27,POS DR/SWIGGY/FOOD ORDER,POS180467,Swiggy,5814,Dining,POS,750.00,,612961.25
XXXX-XXXX-9876,2021-06-18,2021-06-18,UPI CR/***@oksbi/Refund,UPI602278,,,Refund,UPI,,2000.00,614961.25
XXXX-XXXX-9876,2021-06-10,2021-06-10,SI POS/NETFLIX.COM/Subscriptions,SI16127,,,Subscriptions,SI,649.00,,614312.25
XXXX-XXXX-9876,2021-06-11,2021-06-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI746944,,,Telecom,UPI,399.00,,613913.25
XXXX-XXXX-9876,2021-06-27,2021-06-27,BANK CHARGES/CONSOLIDATED,BNK88604,,,Bank Charges,NET,29.50,,613883.75
XXXX-XXXX-9876,2021-07-01,2021-07-01,NEFT CR/Salary CREDIT/JUL 2021,NEFT2107S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,695003.75
XXXX-XXXX-9876,2021-07-03,2021-07-03,IMPS DR/RENT/HOME OWNER,IMPS254586,,,Housing,IMPS,23000.00,,672003.75
XXXX-XXXX-9876,2021-07-07,2021-07-07,ELECTRICITY BILL/NDPL/ONLINE,EB53486,,,Utilities,NET,1850.00,,670153.75
XXXX-XXXX-9876,2021-07-08,2021-07-08,WATER BILL/DJB/ONLINE,WB95397,,,Utilities,NET,480.00,,669673.75
XXXX-XXXX-9876,2021-07-14,2021-07-14,CC Payment HDFC Regalia XXXX-4321,NACH113074,,,Debt Payment,NACH,13000.00,,656673.75
XXXX-XXXX-9876,2021-07-04,2021-07-04,POS DR/BIGBASKET/DELHI,POS163607,BigBasket,5411,Groceries,POS,1725.00,,654948.75
XXXX-XXXX-9876,2021-07-11,2021-07-11,POS DR/BIGBASKET/DELHI,POS381828,BigBasket,5411,Groceries,POS,1725.00,,653223.75
XXXX-XXXX-9876,2021-07-18,2021-07-18,POS DR/BIGBASKET/DELHI,POS825808,BigBasket,5411,Groceries,POS,1100.00,,652123.75
XXXX-XXXX-9876,2021-07-25,2021-07-25,POS DR/BIGBASKET/DELHI,POS808530,BigBasket,5411,Groceries,POS,1350.00,,650773.75
XXXX-XXXX-9876,2021-07-15,2021-07-15,POS DR/IOCL FUEL PUMP/DELHI,POS843305,IOCL,5541,Transport,POS,1800.00,,648973.75
XXXX-XXXX-9876,2021-07-28,2021-07-28,POS DR/BPCL FUEL PUMP/DELHI,POS587234,BPCL,5541,Transport,POS,1800.00,,647173.75
XXXX-XXXX-9876,2021-07-06,2021-07-06,POS DR/SWIGGY/FOOD ORDER,POS308928,Swiggy,5814,Dining,POS,890.00,,646283.75
XXXX-XXXX-9876,2021-07-21,2021-07-21,POS DR/SWIGGY/FOOD ORDER,POS190024,Swiggy,5814,Dining,POS,620.00,,645663.75
XXXX-XXXX-9876,2021-07-18,2021-07-18,UPI CR/***@oksbi/Refund,UPI595918,,,Refund,UPI,,1000.00,646663.75
XXXX-XXXX-9876,2021-07-10,2021-07-10,SI POS/NETFLIX.COM/Subscriptions,SI47956,,,Subscriptions,SI,649.00,,646014.75
XXXX-XXXX-9876,2021-07-11,2021-07-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI581265,,,Telecom,UPI,399.00,,645615.75
XXXX-XXXX-9876,2021-07-25,2021-07-25,UPI DR/OLA CABS/***@okicici,UPI571283,Ola,4121,Transport,UPI,540.00,,645075.75
XXXX-XXXX-9876,2021-07-27,2021-07-27,INT CR/SB INTEREST,INT60704,,,Interest,AUTO,,45.75,645121.50
XXXX-XXXX-9876,2021-08-01,2021-08-01,NEFT CR/Salary CREDIT/AUG 2021,NEFT2108S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,726241.50
